20210104	-244008.917707	999755991.082293	999755991.082293	-0.000244	1000000000.000000	1963218577.975846	0	272042849.000000	-244008.917707	0.000000	-13409461.218750
20210105	-382617.037889	999373374.044404	999373374.044404	-0.000383	1000000000.000000	3660281586.611263	0	492181793.000000	-382617.037889	0.000000	-236320218.828125
20210106	321016.891553	999694390.935958	999694390.935958	0.000321	1000000000.000000	74063808.355991	0	9301080.000000	321016.891553	0.000000	-246527367.937500
20210107	-3176954.686356	996517436.249602	996517436.249602	-0.003177	1000000000.000000	12590715.291296	0	1457301.000000	-3176954.686356	0.000000	-247731568.375000
20210108	-5972900.337149	990544535.912453	990544535.912453	-0.005973	1000000000.000000	25965947.112535	0	3511817.000000	-5972900.337149	0.000000	-254751637.250000
20210111	-900389.281734	989644146.630719	989644146.630719	-0.000900	1000000000.000000	24777475.989149	0	3658395.000000	-900389.281734	0.000000	-255850483.375000
20210112	-3549209.360154	986094937.270565	986094937.270565	-0.003549	1000000000.000000	22172806.702828	0	2528045.000000	-3549209.360154	0.000000	-258467708.187500
20210113	-3003627.221092	983091310.049473	983091310.049473	-0.003004	1000000000.000000	21791705.499682	0	4638911.000000	-3003627.221092	0.000000	-261049572.343750
20210114	1881953.995336	984973264.044809	984973264.044809	0.001882	1000000000.000000	18161369.567337	0	2897209.000000	1881953.995336	0.000000	-258506094.562500
20210115	10813671.272577	995786935.317386	995786935.317386	0.010814	1000000000.000000	24251097.165509	0	4266840.000000	10813671.272577	0.000000	-247958855.375000
